,skill,skill_code
51151,openspan - pega robotics,4269
51168,edgeconnect,1888
51177,system maintenance,6190
51195,omni-channel marketing,4222
51197,digital communication strategy,1758
51214,sustainability reporting,6149
51272,investigation management,3135
51316,financial investigations,2320
51329,interest rates derivatives,3054
51330,bank treasury,543
51331,miscrosoft excel marco,3922
51350,surveying,6144
51356,deskside,1717
51360,windows remote desktop,6845
51366,critical incident response,1454
51417,devsecops,1739
51433,twitter,6525
51482,educational seminars,1898
51507,referential data,5145
51508,sox compliance testing,5896
51523,multimeter,4022
51524,bts installation,715
51539,database searching,1640
51543,ip networking,3156
51611,interactive marketing,3047
51614,red hat enterprise linux (rhel),5136
51615,suse linux enterprise server (sles),6146
51617,vmware wavefront,6721
51623,kpi reporting,3408
51627,secure crt,5615
51708,long-term customer relationships,3598
51720,adobe,139
51722,strategic media relations,6052
51727,ccnp,919
51735,rip,5275
51744,vrrp,6731
51750,qos,5019
51763,quality of service (qos),5034
51774,php programming,4598
51786,computer assisted audit,1185
51790,access lists,72
51796,caats,830
51797,big 4,618
51799,it controls,3195
51822,toad,6423
51830,huawei cen,2834
51831,huawei rtn,2837
51832,ericsson minilink,2111
51837,is-is,3167
51838,zte cen,6971
51840,fiberhome cen,2279
51841,eci xdm,1877
51842,eci apollo,1876
51843,traffic engineering,6456
51844,dynamic routing,1851
51845,basic linux,572
51859,collaboration,1095
51877,sailpoint,5331
51879,rsa identity governance & lifecycle,5309
51891,oracle rac,4349
51912,privacy issues,4751
51943,statistical process control,6015
52012,aftersales,188
52024,client development,1030
52069,sales performance,5354
52082,waterfall project management,6756
52085,test automation tools,6365
52111,hotsos,2758
52112,telecom power system,6333
52113,circuit design and analysis,984
52114,instrumentation and electrical measurements,3023
52117,microsoft,3831
52135,computer games,1189
52139,gameplay,2492
52147,xbox 360,6933
52148,localization testing,3583
52188,fax,2264
52218,strategic vision,6066
52225,strategic marketing & branding,6051
52239,growth strategies,2641
52240,data analysis & consumer insighting,1570
52279,bash scripting,559
52287,coordinator,1339
52293,sourcing coordinator,5892
52299,cmmi,1074
52302,iso 20000,3172
52307,internal process development,3067
52320,external relations,2228
52345,geo-targeting,2525
52371,c ,812
52378,intranet,3118
52383,juniper,3329
52391,desktop support,1722
52399,technical/helpdesk support,6316
52416,hyper-v,2865
52418,windows server 2000/2003/2008,6849
52421,consultancy services,1263
52444,sap s/4 hana,5522
52454,plc allen bradley,4639
52458,functional analysis,2463
52518,rcm,5086
52519,drilling,1839
52525,offshore drilling,4202
52531,sap plant maintenance,5503
52556,smartforms,5772
52558,alv,231
52559,sap badi,5419
52560,rfc,5268
52562,data dictionary and table maintenance generator,1587
52563,message class & variants,3808
52564,alv grid and list,232
52565,rfc (remote function module),5269
52566, enhancement (user exit and badi),6997
52567,interfaces (inbound and outbound),3055
52568,batch data communication (bdc),587
52569,bapi (business application programming interfaces),552
52570,intermediate document (idoc),3057
52571,lsmw (legacy system migration workbench),3605
52578,workday studio,6892
52579,cctpp integrations,921
52580,workday integration consultant,6887
52581,event coordinator,2156
52584,event organizer,2161
52626,program delivery management,4894
52631,sap abap operations lead,5406
52632,i.t. service management (itsm),2877
52639,symantec netbackup,6173
52640,tivoli storage manager (tsm),6422
52646,applications development management,347
52682,pandas ,4449
52698,front-end design and development,2454
52701,design documents,1708
52712,birst,637
52748,sccm,5575
52758,thinscale,6395
52761,netbackup,4068
52768,disaster recovery planning,1787
52778,network appliance,4076
52779,account security officer,80
52785,vulnerability governance,6740
52791,microsoft az-900,3835
52794,telecom expense management,6332
52828,technology pre-sales,6324
52829,ibm sterling b2b integrator,2894
52830,ibm sterling file gateway,2897
52831,ibm sterling connect:direct,2895
52832,ibm sterling control center,2896
52833,microsoft server platforms,3888
52853,resource allocation,5214
52874,remote user support,5177
52892,classroom management,1019
52896,axapta,493
52897,x++,6926
52923,teacher training,6249
52926,team operations,6266
52944,google+,2604
52965,customer acquisition,1496
52983,service operation,5684
52988,client delivery,1029
53045,sapscript,5552
53051,bdc,592
53065,changeman zmf,949
53067,mvs,4036
53075,network access control,4073
53086,pentesting,4509
53094,kali linux,3342
53114,applications management,349
53160,sap pi/po technology,5502
53201,gruntjs,2643
53222,employment verifications,2012
53224,sitescope,5749
53226,mobile application support,3929
53230,cyberduck,1547
53275,informatica intelligent cloud services,2975
53321,oracle data guard,4319
53323,rman,5283
53324,replication,5181
53325,backup and recovery,526
53354,sap materials management (procurement with sap erp 6.0 ehp6 certified),5492
53355,sap logistic execution,5486
53362,ireport,3164
53380,java springboot,3266
53387,cgi/perl,941
53473,computer accessibility,1183
53486,client administration,1025
53487,hp data protector,2766
53488,backup,523
53490,oracle administration,4307
53499,soc,5790
53502,application support management,344
53504,administrative,131
53505,sap archiving,5414
53544,unix/linux server builds,6570
53545,"solaris p2v migrations, solaris/linux server builds,",5863
53546,solaris zones,5865
53547,ldom/oracle vm server for sparc,3445
53548,zfs,6969
53549,"sun microsystems/oracle hardware sparc t4, t5, v440, v490, m series,",6105
53550,"symantec netbackup, hp data protector",6174
53551,solaris volume manager,5864
53552,nfs,4124
53556,veritas volume manager,6663
53557,"oracle/sun sparc t4s, t5s",4363
53558,hp blades,2765
53559,"solaris 10, solaris 11",5861
53586,ticket management,6411
53594,problem solving skills,4767
53599,certified linux administrator,932
53605,mcse,3746
53606,mcsa + messaging,3745
53649,executive support,2202
53693,chat support,962
53697,airline reservations,215
53738,sales ,5338
53745,reactive quoting,5094
53746,proactive quoting,4760
53747,axway amplify managed file transfer,494
53753,rpa blueprism,5303
53756,rpa,5302
53761,sql loader,5959
53770,itil service strategy,3235
53776,technology change management,6318
53777,technical service delivery,6306
53806,grid control,2630
53814,usql,6600
53816,azure data lake,499
53818,azure datalake analytics,502
53865,pressure situations,4722
53885,microsoft endpoint configuration manager,3857
53889,pc troubleshooting,4494
53891,vdi,6635
53902,mcafee antivirus,3744
53907,software licensing,5840
53909,microsoft server support,3889
53910,file servers,2288
53912,bid management,610
53928,bid strategy,614
53934,software management,5842
53938,it security,3215
53940,logo designing,3596
53950,archicad,367
53953,building information modeling (bim),730
53956,v-ray,6610
53958,autodesk 3ds max,452
53960,lumion,3611
53977,remote function call (rfc),5175
53978,sap ale,5408
53984,service request management,5689
54040,siebel administration,5726
54042,dac,1554
54043,siebel analytics,5727
54088,online tutoring,4244
54092,blogger,648
54097,natural language processing (nlp),4052
54107,pyspark,5005
54109,seaborn,5603
54110,pandas (software),4450
54112,speech recognition,5918
54113,opencv,4261
54114,scikit-learn,5585
54115,data wrangling,1629
54191,sap master data management,5491
54192,production supervising,4860
54201,strong verbal and written communication skills,6081
54202,working knowledge of sap,6903
54203,experienced in handling external suppliers,2212
54204,"proficient in using ms word, excel, power point and adobe photoshop",4882
54241,working experience,6902
54245,analytical skill,265
54297,cluster,1073
54325,automotive electronics,468
54326,automotive electrical systems,467
54327,automotive industry,469
54328,system architecture,6181
54329,wiring diagrams,6869
54349,kaizen leadership,3341
54354,itsm process management,3241
54375,rhel,5273
54380,it automation,3191
54404,cyberark,1546
54444,nutanix,4164
54461,vba macros,6631
54465,salesforce.com certified developer,5389
54471,;,42
54473,client and business partnership,1026
54501,opentext,4270
54507,opentext vim,4271
54658,aws glue,490
54659,amazon athena,235
54661,azure storage explorer,508
54721,firmware,2360
54723,technical reports,6302
54724,reliability test,5169
54733,application management services,339
54770,power flow,4687
54801,bapi,551
54810,3par,32
54812,high availability clustering,2712
54815,hp xp,2781
54817,hpux mc/sg,2787
54826,analog circuit design,255
54866,ecc,1875
54867,webdynpro,6795
54932,basic programing,576
54933,electronics troubleshooting,1938
54946,continuous process improvement initiatives,1304
54947,lean fundamentals,3466
54954,presentation coaching,4714
54956,business performance coaching,778
55016,image recognition,2929
55031,rexx,5263
55042,service operations,5685
55073,sap r3,5519
55074,sap ecc,5447
55077,rapid response,5077
55078,system analysis,6179
55082,service improvement plans,5678
55094,application lifecycle management,337
55133,infopath,2967
55153,sap fi-ap,5457
55157,sap support,5539
55163,sap application development,5413
55166,sap fi-ar,5458
55250,scope management,5587
55252,primavera,4735
55253,pmi trained,4643
55263,it project implementation,3211
55280,sap solution architecture,5532
55284,sap enterprise asset management,5451
55307,complex project management,1166
55317,amazon connect,237
55328,sap materials management (sap mm) testing,5494
55329,sap sales & distribution testing,5526
55330,sap hr testing,5475
55338,unified functional testing (uft),6549
55342,digital innovation,1765
55343,digital culture,1760
55349,innovation development,3006
55352,virtual reality (vr),6690
55380,vmware vcenter,6719
55389,sql scripting/developing,5962
55395,technical consultation,6288
55396,backend software support,521
55417,digital sketching,1773
55487,gps navigation,2615
55488,radio,5066
55497,superannuation,6109
55498,electronic funds transfers,1931
55526,computer technology,1214
55533,rapid prototyping,5076
55535,paper prototyping,4454
55536,design studio,1714
55537,persona creation,4542
55561,sap le,5485
55599,lucene,3610
55610,paperscreening/ screening resumes,4456
55614,os/390,4407
55619,endeavor,2030
55621,xpediter,6945
55622,easytrieve,1871
55638,sap commerce,5436
55656,data guard,1595
55657,oracle asm,4312
55658,database monitoring,1638
55685,dhcp server,1741
55694,windows server 2012 r2,6853
55695,microsoft hyper-v,3861
55698,symantec antivirus,6170
